CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR
TQRMNOQVTHMOLPCDEGOIH00810561;2024;3;2;1;40;N;18;158;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1200000;7;7;8;;8;8;300000;5;5;6;;5;6;162;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOTPWHLLLQCDEGOIH00805465;2024;3;1;1;40;N;18;242;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;1;5;322000;1;2;2;;2;2;53666,67;1;1;1;;1;1;271;2;0;1;0;0;0;Extendido;Material durable;Alto
TQRMNOPXYHKLLQCDEGOIH00871308;2024;3;1;1;40;N;18;245;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1390000;8;8;8;;8;9;347500;5;6;7;;6;7;269;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSYSHMOLRCDEHPJB00811495;2024;3;1;1;40;S;29;456;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;365000;2;2;2;2;;2;365000;6;6;7;5;;7;507;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSURHLKLMCDEHPJB00806555;2024;3;1;1;40;S;29;574;1;;5;1;;4;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;0;6;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;4;5;0;0;0;Extendido;Material durable;Alto
TQRMNOPPSHLOLOCDEHPJB00806557;2024;3;1;1;40;S;29;428;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;1;3;930000;6;6;6;5;;6;232500;3;4;5;3;;4;517;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQYPHMOKPCDEFKID00808808;2024;3;1;1;43;S;4;1104;2;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;4;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;160000;1;1;1;1;;1;160000;2;2;2;2;;2;1281;97;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSVRHMOSPCDEIJAH00855581;2024;3;1;1;1;S;33;2689;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1100000;6;;6;6;;6;366666,67;6;;5;5;;6;4958;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOTQRHMOSPCDEIJAH00871309;2024;3;1;1;1;S;33;2236;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;450000;2;;2;2;;2;225000;3;;3;3;;4;2925;1;0;2;0;0;0;Nuclear;Material durable;Medio
TQRMNOSSQHMMSUCDEIJAH00812479;2024;3;1;1;1;S;33;1409;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1200000;7;;6;7;;7;400000;6;;6;6;;7;1168;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQVVHMKPUCDEIJAH00812586;2024;3;1;1;1;S;33;2180;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;800000;5;;4;4;;5;400000;6;;6;6;;7;4154;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPVXHMNQMCDEIJAH00871310;2024;3;1;1;1;S;33;1535;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;660000;4;;3;4;;4;132000;2;;1;1;;2;2401;1;2;3;4;5;0;Extendido;Material durable;Alto
TQRMNOPWRHMNQMCDEIJAH00812591;2024;3;1;1;1;S;33;2223;1;;1;1;;4;2;3;1;;1;1;2;2;2;1;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2;2;2;2;3;2;1;216000;1;;1;1;;1;72000;1;;1;1;;1;2123;1;0;97;0;0;0;Nuclear;Material durable;Medio
TQRMNOQYUHMOQOCDEIJAH00871311;2024;3;1;1;1;S;33;3592;2;;3;2;;2;2;1;1;;1;1;2;4;1;1;1;3;3;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;2;2;2;6;2;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;4;0;0;Extendido;Material durable;Alto
TQRMNOPVQHLMQOCDEIJAH00866209;2024;3;1;1;1;S;33;1267;1;;2;1;;3;1;1;2;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;842000;5;;5;5;;5;421000;6;;6;6;;7;2073;2;1;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPWRHLMQOCDEIJAH00807366;2024;3;1;1;1;S;33;1233;1;;6;1;;2;1;1;2;;1;1;1;2;2;2;2;6;2;1;1;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;815000;5;;4;5;;5;815000;9;;9;9;;9;1358;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOPSTHKOLOCDEFIAH00871312;2024;3;1;1;43;S;2;1026;1;;1;2;;4;1;1;1;;1;1;2;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;966000;6;6;6;6;;6;322000;5;5;5;5;;5;1683;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORYWHKOLOCDEFIAH00871313;2024;3;1;1;43;S;2;651;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;3;0;3;720000;4;5;4;4;;4;240000;3;4;3;3;;4;849;1;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPWQHJNLRCDEFIAH00866196;2024;3;1;1;43;S;2;459;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;8;1;7;1100000;6;7;7;6;;7;137500;2;2;1;2;;2;1327;2;4;5;0;0;0;Extendido;Material durable;Alto
TQRMNOPUQHMOLRCDEFIAH00808611;2024;3;1;1;43;S;2;1010;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;1;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQRWHJMLSCDEFIAH00871314;2024;3;1;1;43;S;2;907;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1010000;6;7;6;6;;6;1010000;10;10;10;9;;9;1353;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQUQHLMLTCDEFIAH00803345;2024;3;1;1;43;S;2;338;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;0;1;1300000;7;8;7;7;;7;1300000;10;10;10;10;;10;500;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQXPHJOKQCDEGOIH00865946;2024;3;1;1;40;N;18;215;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1;2;2;2;4;0;4;622000;4;4;4;;4;4;155500;2;2;3;;2;3;219;2;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNORUSHLMKQCDEGOIH00871315;2024;3;1;1;40;N;18;180;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;170000;1;1;1;;1;1;85000;1;1;1;;1;1;185;97;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOPYXHMOKNCDEGOIH00810499;2024;3;1;1;40;N;18;188;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;0;3;1715000;9;9;9;;9;10;571666,67;8;8;9;;8;9;195;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOPYWHJOQPCDEIJAH00865646;2024;3;1;1;1;S;33;2287;1;;2;1;;2;2;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;3;0;3;950000;6;;5;5;;6;316666,67;5;;5;5;;5;5653;2;0;1;3;0;0;Nuclear;Material durable;Alto
TQRMNOSWQHMLKQCDEGOIH00810497;2024;3;1;1;40;N;18;262;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1730000;9;9;9;;9;10;576666,67;8;8;9;;8;9;296;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQTVHLMLMCDEGOIH00805471;2024;3;1;1;40;N;18;227;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;2092000;9;10;10;;10;10;523000;7;8;9;;8;9;237;1;0;3;0;0;0;Nuclear;Material durable;Alto
TQRMNORWUHMMLLCDEGOIH00810491;2024;3;1;1;40;N;18;430;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;240000;1;1;1;;1;1;240000;3;4;5;;4;5;430;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSVUHKLKRCDEFIAH00871316;2024;3;1;1;43;S;2;953;1;;2;3;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;735000;4;5;4;4;;5;367500;6;6;5;5;;5;1095;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORTSHLOLSCDEFIAH00803428;2024;3;1;1;43;S;2;1038;1;;1;1;;4;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;0;1;700000;4;4;4;4;;4;700000;8;9;8;8;;8;1297;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOPQXHKNTUCDEIJAH00871317;2024;3;1;1;1;S;33;2284;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOPSWHMOLQCDEFPCH00809539;2024;3;1;1;44;N;9;209;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;700000;4;4;3;;5;3;350000;5;6;4;;6;4;270;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOSTQHLOLQCDEFPCH00804505;2024;3;1;1;44;N;9;331;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;815000;5;5;4;;6;4;271666,67;4;4;3;;5;3;265;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPPYHLMKNCDEOHCH00808399;2024;3;1;1;44;N;91;172;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;1;2;2;2;2;2;0;2;719000;4;5;3;;5;4;359500;5;6;4;;6;5;183;1;0;98;0;0;0;Nuclear;Material durable;Medio
TQRMNORVPHMMKOCDEOHCH00813286;2024;3;1;1;44;N;91;159;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1500000;8;8;7;;9;8;750000;9;9;8;;9;8;188;2;0;1;0;0;0;Nuclear;Material durable;Medio
TQRMNOTQQHMOKPCDEFKID00851769;2024;3;1;1;43;S;4;726;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1800000;9;9;9;9;;9;600000;8;8;8;8;;7;1234;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOTURHMKLTCDEGJBF00810000;2024;3;2;1;43;S;13;1015;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;2050000;9;10;9;9;;10;1025000;10;10;10;9;;10;1197;1;0;2;0;0;0;Nuclear;Material durable;Medio
TQRMNOTYSHKOLMCDEGIBJ00871318;2024;3;1;1;41;N;12;274;1;;4;2;;4;2;2;1;;1;2;2;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;7;0;7;902339;5;6;8;;6;7;128905,57;1;2;2;;2;2;273;2;0;4;0;0;0;Extendido;Material durable;Alto
TQRMNOTPVHMOKMCDEFOCD00852422;2024;3;1;1;41;N;8;409;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;285000;1;1;2;;1;3;95000;1;1;2;;1;2;596;1;2;3;0;0;0;Nuclear;Material durable;Alto
TQRMNOPSWHMMKQCDEFOCD00809436;2024;3;1;1;41;N;8;341;1;;4;2;;4;2;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;50000;1;1;1;;1;1;12500;1;1;1;;1;1;473;1;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOTRPHKMKRCDEIMBF00871319;2024;3;1;1;43;N;36;174;2;;4;2;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;1817500;9;9;9;;9;9;454375;7;7;6;;7;6;602;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQRRHJNKTCDEGPDJ00865938;2024;3;1;1;40;N;19;163;1;;2;1;;2;1;1;1;;1;1;1;1;1;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;628000;4;4;4;;4;4;125600;1;2;2;;2;2;163;2;0;98;0;0;0;Extendido;Material durable;Alto
TQRMNORPVHKOKRCDEGPDJ00871320;2024;3;1;1;40;N;19;210;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;2;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;6;3;3;1400000;8;8;8;;8;8;233333,33;3;4;5;;4;4;210;3;0;2;0;0;0;Extendido;Material durable;Alto
TQRMNOURVHJOLLCDEGPDJ00871321;2024;3;1;1;40;N;19;283;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1500000;8;8;9;;9;9;375000;6;6;7;;6;7;283;1;0;4;0;0;0;Nuclear;Material durable;Alto
TQRMNOPYRHMMKUCDEGPDJ00810671;2024;3;2;1;40;N;19;180;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;4;;4;4;300000;5;5;6;;5;6;180;1;2;98;0;0;0;Nuclear;Material durable;Medio
TQRMNOQUQHKMPUCDEIJAH00871322;2024;3;1;1;1;S;33;1651;1;;3;1;;1;2;1;2;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOSSYHKNQLCDEIJAH00871323;2024;3;1;1;1;S;33;905;1;;4;1;;3;1;1;2;;1;1;1;2;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1620000;8;;8;8;;8;540000;7;;7;7;;8;1546;3;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQSYHMOQRCDEIJAH00871324;2024;3;1;1;1;S;33;1985;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;3;2;0;2;2;1;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;4;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOQYXHLOQPCDEIJAH00807492;2024;3;1;1;1;S;33;2538;2;;2;1;;2;1;1;2;;1;1;1;2;2;2;2;2;1;2;0;2;2;1;2;0;2;0;8;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOTSVHJMQTCDEIJAH00866211;2024;3;1;1;1;S;33;1644;1;;2;1;;4;1;1;1;;1;2;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;850000;5;;5;5;;5;212500;3;;3;3;;3;2562;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOSXVHLMQQCDEIJAH00807367;2024;3;1;1;1;S;33;2019;1;;4;1;;4;1;1;2;;1;1;1;2;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;4;0;4;926000;6;;5;5;;6;231500;3;;3;3;;4;3172;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQPTHLOQRCDEIJAH00871325;2024;3;1;1;1;S;33;3286;1;;4;1;;4;2;1;2;;1;1;1;2;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;1;5;4;0;0;Extendido;Material durable;Alto
TQRMNOQQXHJMQUCDEIJAH00871326;2024;3;1;1;1;S;33;1839;1;;4;1;;3;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1275000;7;;7;7;;7;318750;5;;5;5;;5;2654;1;2;98;0;0;0;Nuclear;Material durable;Alto
TQRMNORVUHLNQSCDEIJAH00807493;2024;3;1;1;1;S;33;751;1;;3;1;;1;1;1;1;;1;1;2;3;2;2;2;3;3;2;0;2;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;600000;3;;3;3;;3;150000;2;;2;2;;2;937;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQRMNOTSYHLNQSCDEIJAH00807494;2024;3;1;1;1;S;33;914;1;;3;1;;2;1;1;1;;1;1;2;2;2;2;2;3;2;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;1120000;7;;6;6;;7;280000;4;;4;4;;4;1447;1;0;2;0;0;0;Nuclear;Material durable;Alto
TQSMNOSXWHJMQTCDEIJAH00865654;2024;3;1;1;1;S;33;932;1;;3;1;;3;1;1;2;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;8;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;230000;1;;1;1;;1;230000;3;;3;3;;4;723;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNORXPHJMRMCDEIJAH00863635;2024;3;1;1;1;S;33;2759;2;;2;1;;2;1;1;2;;1;1;2;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;2;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;240000;1;;1;1;;1;240000;3;;3;3;;4;3251;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQSUHLMRLCDEIJAH00807830;2024;3;1;1;1;S;33;2481;1;;2;1;;4;1;1;2;;1;1;1;3;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1000000;6;;6;6;;6;333333,33;5;;5;5;;6;2075;2;0;98;0;0;0;Nuclear;Material durable;Alto
TQRMNOPSUHJMRQCDEIJAH00865669;2024;3;1;1;1;S;33;2100;1;;5;1;;2;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;1200000;7;;6;7;;7;300000;5;;4;4;;5;2995;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNOQXQHLKRTCDEIJAH00807881;2024;3;1;1;1;S;33;2319;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;2000000;9;;9;9;;9;500000;7;;7;7;;8;4831;2;0;1;0;0;0;Nuclear;Material durable;Alto
TQRMNORSWHJKKSCDEFIAH00866340;2024;3;1;1;43;S;2;1483;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;3;3;;3;1504;1;0;98;0;0;0;Unipersonal;Material durable;Medio
TQRMNOQVSHMOLLCDEHPJB00811506;2024;3;1;1;40;S;29;448;2;;4;2;;4;1;1;1;;1;1;1;1;1;2;2;1;1;2;0;1;1;2;2;0;2;0;6;;2;;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;910000;5;6;6;5;;6;227500;3;3;5;3;;4;450;1;0;4;3;0;0;Nuclear;Material durable;Alto
TQRMNOTPTHMMLMCDEHPJB00811507;2024;3;1;1;40;S;29;407;1;;2;2;;4;2;2;1;;1;2;1;1;1;1;2;2;2;2;0;1;1;2;2;0;2;0;2;;1;;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;460000;2;3;3;2;;2;153333,33;2;2;3;2;;2;541;2;0;3;0;0;0;Nuclear;Material durable;Medio
