CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,TIPO_HOGAR,MATERIAL_TECHUMBRE,DENSIDAD_HOGAR,CONDICION_DE_HABITABILIDAD
TQSMNOPVSHMMLQCDEFOCD00799122,2024,2,1,1,41,N,8,320,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,300000,2,2,3,,2,4,75000,1,1,2,,1,3,454,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNORSYHMMLOCDEOHCH00803112,2024,2,1,1,44,N,91,134,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,620000,5,6,4,,6,6,620000,9,10,9,,10,9,138,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOUQYHJOLQCDEOHCH00862278,2024,2,1,1,44,N,91,369,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,1,3,750000,6,7,6,,7,6,187500,4,4,3,,4,4,379,2,0,1,3,0,0,Nuclear,Material durable,Alto,buena
TQRMNOYWRHKMKRCDEFPCH00862279,2024,2,1,1,44,N,9,555,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,1500000,9,10,9,,10,9,375000,7,8,6,,8,6,593,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPVYHMKLMCDEGKDB00799901,2024,2,1,1,43,N,14,168,1,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,2,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,0,12,12,12,,12,12,0,12,12,12,,12,12,0,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNORQQHLMKRCDEIHJF00806758,2024,2,1,1,44,N,31,183,2,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,2,2,2,0,0,0,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,0,4,680000,6,6,5,,6,5,170000,4,4,3,,4,2,216,3,2,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOUWPHMMKNCDEIHJF00801571,2024,2,1,1,44,N,31,184,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,0,4,2420000,10,10,10,,10,10,605000,9,9,9,,10,8,230,2,0,1,3,4,0,Nuclear,Material durable,Medio,buena
TQRMNOSSTHJMRMCDEIJAH00862280,2024,2,1,1,1,S,33,2576,1,,3,1,,2,1,1,2,,1,1,1,1,2,2,2,3,3,2,0,1,2,1,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,4,1,3,0,12,,12,12,,12,0,12,,12,12,,12,0,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQYQHJLRNCDEIJAH00862281,2024,2,1,1,1,S,33,1284,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQYRHKMQPCDEIJAH00859242,2024,2,1,1,1,S,33,2797,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,6,,2,,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,108000,1,,1,1,,1,54000,1,,1,1,,1,3151,1,0,98,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOSVVHLORNCDEIJAH00807199,2024,2,1,1,1,S,33,4995,1,,2,2,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,2,2,0,2,0,7,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,1,3,250000,2,,2,2,,2,62500,1,,1,1,,1,8055,1,2,4,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOPRQHJLRUCDEIJAH00862282,2024,2,1,1,1,S,33,3365,1,,5,1,,1,1,1,1,,1,1,1,1,2,2,2,5,3,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,2000000,10,,10,10,,10,2000000,10,,10,10,,10,3739,96,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQXRHLKRTCDEIJAH00807395,2024,2,2,1,1,S,33,1389,1,,5,1,,3,1,1,1,,1,1,1,1,2,2,2,5,3,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,,12,12,,12,0,12,,12,12,,12,0,1,0,3,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQSUHLMKTCDEHGHJ00805646,2024,2,1,1,44,N,20,128,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,680000,6,6,5,,6,5,340000,7,7,6,,8,6,169,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPRXHJOKTCDEHGHJ00862168,2024,2,1,1,44,N,20,322,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,1300000,9,9,8,,9,9,"433333,33",8,8,7,,9,8,498,1,0,2,3,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORTWHMNKTCDEHPJB00801374,2024,2,2,1,40,S,29,576,1,,4,1,,4,1,1,1,,1,1,1,1,2,2,2,4,2,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,450000,4,4,4,4,,4,112500,2,2,3,2,,2,681,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPPQHLOKPCDEHPJB00806433,2024,2,1,1,40,S,29,362,1,,3,2,,4,2,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,704000,6,6,7,6,,7,176000,4,4,5,4,,5,441,3,0,2,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOQTYHLOKQCDEHPJB00806438,2024,2,2,1,40,S,29,298,2,,3,1,,4,1,1,1,,1,1,2,2,1,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,520000,4,5,5,4,,5,260000,6,6,7,6,,7,331,1,0,2,0,0,0,Nuclear,Material durable,Bajo,saludables
TQSMNOQUQHLOKQCDEHPJB00806439,2024,2,1,1,40,S,29,379,2,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,778000,6,7,7,6,,7,"259333,33",6,6,7,6,,7,419,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQUQHLOKQCDEHPJB00806440,2024,2,1,1,40,S,29,342,2,,1,2,,4,2,1,1,,1,2,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,1,212000,1,1,2,1,,1,212000,5,5,6,5,,6,366,1,0,98,0,0,0,Unipersonal,Material durable,Medio,saludables
TQRMNOQXQHLOKRCDEHPJB00806441,2024,2,1,1,40,S,29,467,2,,2,1,,4,1,1,1,,1,1,1,1,1,2,2,2,1,2,0,1,1,2,2,0,2,0,2,,2,,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,200000,1,1,1,1,,1,200000,4,4,6,4,,5,463,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNORWPHKOLSCDEHPJB00858660,2024,2,1,1,40,S,29,419,1,,5,1,,2,1,1,1,,1,1,1,3,1,2,2,5,4,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,0,5,810000,7,7,8,7,,7,162000,3,3,4,3,,4,587,1,0,2,3,4,0,Extendido,Material durable,Medio,saludables
TQRMNOQUPHLOMLCDEHPJB00806436,2024,2,1,1,40,S,29,362,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,2,1060000,8,8,9,8,,9,530000,9,9,10,9,,10,433,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORWVHKOLTCDEHPJB00858661,2024,2,1,1,40,S,29,340,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,3,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,0,5,527000,5,5,5,4,,5,105400,2,2,2,2,,2,475,2,0,5,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNORWWHKOLTCDEHPJB00858662,2024,2,1,1,40,S,29,433,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,5,2,3,260000,2,2,2,2,,2,52000,1,1,1,1,,1,493,2,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNORWXHKOLTCDEHPJB00859123,2024,2,1,1,40,S,29,327,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,4,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,0,2,310000,2,2,3,2,,2,155000,3,3,4,3,,4,365,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOSSUHKOLTCDEHPJB00858663,2024,2,1,1,40,S,29,434,2,,2,1,,4,2,1,1,,1,2,1,1,2,2,2,2,2,2,0,1,1,1,2,0,2,0,1,,2,,3,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,5,3,2,430000,3,4,4,3,,4,86000,1,1,2,1,,2,483,2,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOQPUHJLLTCDEHPJB00862169,2024,2,1,1,40,S,29,488,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,4,0,4,75000,1,1,1,1,,1,18750,1,1,1,1,,1,561,1,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQTYHJMLUCDEHPJB00862170,2024,2,1,1,40,S,29,363,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,3,1,1,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1100000,8,9,9,8,,9,275000,6,6,8,6,,8,450,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSUTHJMLUCDEHPJB00862171,2024,2,1,1,40,S,29,317,2,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,2,1,1,1,1,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,205000,1,1,1,1,,1,102500,2,2,2,2,,2,345,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPTQHKOLUCDEHPJB00858672,2024,2,1,1,40,S,29,295,2,,4,1,,5,1,1,1,,1,1,1,1,2,2,2,4,4,2,0,1,1,2,2,0,2,0,1,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,5,0,5,1170000,8,9,9,8,,9,234000,5,5,7,5,,7,409,1,2,3,4,0,0,Extendido,Material precario,Alto,buena
TQRMNOPSVHKLKTCDEIMBF00862172,2024,2,1,1,43,N,36,172,2,,2,1,,1,1,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,6,,1,,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,0,0,0,,0,0,0,0,0,0,,0,0,209,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOTQVHLMKTCDEIMBF00808029,2024,2,1,1,43,N,36,194,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,830000,7,7,7,,8,7,415000,8,8,8,,8,8,253,1,2,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOUTUHMMLNCDEFLID00798750,2024,2,1,1,43,S,5,313,1,,3,1,,4,1,1,1,,1,1,1,2,2,2,2,3,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,3,0,3,980000,8,8,8,7,,9,"326666,67",7,7,6,7,,7,698,1,2,98,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOUTWHMMLNCDEFLID00798751,2024,2,1,1,43,S,5,275,1,,2,1,,4,1,1,1,,1,1,1,2,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,2,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,3,0,3,1350000,9,9,9,9,,10,450000,8,9,8,8,,8,577,1,2,3,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOQVYHLMLQCDEFLID00803801,2024,2,1,1,43,S,5,279,1,,2,1,,4,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,1,1,2,0,2,0,1,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,204500,1,1,1,1,,1,204500,4,5,4,4,,5,328,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
TQRMNOPPYHKKKOCDEIMBF00858619,2024,2,1,1,43,N,36,171,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,2,2,2,0,2,0,1,,1,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,240000,2,2,1,,2,2,240000,5,5,5,,6,5,225,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOTSVHMMKPCDEIMBF00802837,2024,2,1,1,43,N,36,170,1,,3,1,,2,1,1,1,,1,1,1,1,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,680000,6,6,6,,6,6,"226666,67",5,5,4,,6,5,200,2,0,4,5,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPVUHMOLLCDEHPJB00801283,2024,2,1,1,40,S,29,294,2,,2,1,,4,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,0,3,625000,5,6,6,5,,6,"208333,33",5,5,6,4,,6,315,3,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQSMNORXSHKKKMCDEGGFB00862283,2024,2,1,1,42,S,10,369,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,0,1,800000,7,7,7,7,,7,800000,10,10,10,10,,10,447,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,buena
TQRMNOSTQHLOLSCDEIIAD00806861,2024,2,1,1,1,S,32,1708,2,,2,1,,2,1,1,1,,1,1,1,1,2,2,2,2,2,2,0,1,1,2,2,0,2,0,7,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,580000,5,,5,5,,3,290000,6,,6,6,,4,3149,1,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNORRWHKMKTCDEFIAH00858603,2024,2,1,1,43,S,2,659,2,,1,1,,2,1,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,1,2,2,0,2,0,3,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Medio,buena
TQRMNOSVTHMMLOCDEFIAH00798272,2024,2,1,1,43,S,2,764,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,1,2,0,1,1,1,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,190000,1,1,1,1,,1,190000,4,4,3,4,,4,1242,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQQXHLOLQCDEFIAH00803290,2024,2,1,1,43,S,2,718,1,,3,2,,1,2,3,1,,1,1,2,3,2,2,2,3,3,2,0,1,2,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,5,0,5,1129936,8,9,8,8,,7,"225987,2",5,5,4,5,,5,1398,1,4,98,0,0,0,Extendido,Material durable,Alto,insuficiente
TQRMNOPTSHKMLMCDEFIAH00858800,2024,2,1,1,43,S,2,439,1,,1,1,,2,2,1,1,,1,1,1,1,2,2,2,1,1,2,0,1,2,2,2,0,2,0,3,,2,,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,425000,3,4,3,3,,3,425000,8,8,8,8,,7,504,1,0,98,0,0,0,Unipersonal,Material durable,Medio,buena
TQRMNOTPTHLOLRCDEFIAH00803291,2024,2,1,1,43,S,2,574,1,,2,1,,4,2,1,1,,1,1,2,3,1,2,2,2,2,2,0,1,2,2,2,0,2,0,1,,2,,1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,6,2,4,546000,5,5,5,5,,4,91000,2,1,1,1,,2,1190,1,3,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOSWRHMKLTCDEGJBF00804831,2024,2,1,1,43,S,13,1303,2,,2,1,,9,1,1,1,,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,0,2,0,1,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,160000,1,1,1,1,,1,160000,3,3,3,3,,2,1282,1,0,98,0,0,0,Unipersonal,No aplica,Bajo,buena
TQRMNOQVXHJLLSCDEGJBF00862284,2024,2,1,1,43,S,13,697,1,,4,1,,2,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,2,1,2,0,2,0,1,,1,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,699000,6,6,6,6,,6,349500,7,7,7,7,,7,759,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORSRHLOKMCDEFKID00803713,2024,2,1,1,43,S,4,740,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,2,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,98,0,0,0,Nuclear,No aplica,Bajo,buena
TQRMNORTRHLOKMCDEFKID00803714,2024,2,1,1,43,S,4,707,2,,3,1,,9,2,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,3,,1,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,1,4,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,3,4,2,0,0,Extendido,No aplica,Alto,buena
TQRMNOQVUHKMKUCDEHNHB00858950,2024,2,1,1,42,S,27,392,2,,4,1,,9,1,1,1,,1,1,1,3,2,2,2,4,3,2,0,1,2,2,2,0,2,0,1,,1,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,0,6,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,2,4,0,0,0,Extendido,No aplica,Alto,saludables
TQRMNOSTSHKMLLCDEHNHB00858951,2024,2,1,1,42,S,27,300,1,,2,1,,1,1,1,1,,1,1,1,2,2,2,2,2,1,2,0,1,2,2,2,0,2,0,3,,1,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,1200000,9,9,9,8,,9,400000,8,8,9,8,,9,320,1,0,2,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNORPPHJOLLCDEHNHB00862285,2024,2,1,1,42,S,27,278,1,,4,1,,1,1,1,1,,1,1,1,1,2,2,2,4,1,2,0,1,2,2,2,0,2,0,8,,1,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,241200,2,2,1,2,,1,241200,5,5,6,5,,6,281,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPQXHJLLMCDEHNHB00862286,2024,2,1,1,42,S,27,353,2,,4,1,,9,1,1,1,,1,1,1,1,2,2,2,4,2,2,0,1,1,2,2,0,2,0,1,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,455000,4,4,4,4,,3,227500,5,5,5,5,,5,396,1,0,2,0,0,0,Nuclear,No aplica,Bajo,buena
TQRMNOQRSHKOLMCDEHNHB00859003,2024,2,1,1,42,S,27,264,1,,4,1,,1,1,1,1,,1,1,1,2,2,2,2,4,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,310000,2,2,2,2,,2,310000,7,7,8,7,,8,257,1,0,97,0,0,0,Unipersonal,Material durable,Bajo,saludables
TQRMNOQRVHKOLMCDEHNHB00862287,2024,2,1,1,42,S,27,296,1,,2,2,,7,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,4,,2,,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,294000,2,2,2,2,,2,98000,2,2,2,2,,2,289,2,0,1,0,0,0,Nuclear,Material precario,Alto,saludables
TQRMNOTVQHKOLNCDEHNHB00862288,2024,2,1,1,42,S,27,367,1,,4,2,,1,2,1,1,,1,1,1,1,2,2,2,4,3,2,0,1,2,2,2,0,2,0,6,,2,,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,5,4,1,440000,4,4,4,4,,3,88000,1,1,1,1,,1,390,1,0,97,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNORWWHJOLOCDEHNHB00862289,2024,2,1,1,42,S,27,242,1,,3,2,,1,1,1,1,,1,2,1,2,2,2,2,3,1,2,0,2,2,2,0,0,0,0,6,,2,,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,0,2,429000,3,4,3,3,,3,214500,5,5,5,5,,5,264,1,2,98,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOTQVHLMLQCDEFLID00809101,2024,2,1,1,43,S,5,811,1,,4,1,,4,1,1,1,,1,1,1,2,2,2,2,4,2,2,0,1,1,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,0,12,12,12,12,,12,0,12,12,12,12,,12,0,96,0,2,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOUTPHLMLQCDEFLID00803823,2024,2,2,1,43,S,5,424,1,,1,1,,4,1,1,1,,1,1,1,2,2,2,2,1,1,2,0,1,2,1,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,0,2,230000,1,1,1,1,,1,115000,2,2,2,2,,2,598,1,2,98,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOURYHLOLRCDEFLID00803802,2024,2,1,1,43,S,5,488,1,,2,2,,4,2,1,1,,1,1,1,1,2,2,2,2,1,2,0,1,2,2,2,0,2,0,1,,2,,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12,12,12,,12,0,12,12,12,12,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
TQRMNOPXUHJOLQCDEGOIH00862173,2024,2,1,1,40,N,18,208,1,,3,1,,1,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,1,1,2,2,0,2,0,1,,2,,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,0,5,580000,5,5,6,,5,6,116000,2,2,3,,2,3,207,5,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQSMNOPSSHKNKNCDEGKDB00859224,2024,2,1,1,43,N,14,103,1,,3,1,,4,1,1,1,,1,1,1,1,2,2,2,3,2,2,0,2,2,2,0,0,0,0,6,,1,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,617000,5,6,5,,6,6,"205666,67",5,5,4,,5,6,199,1,0,98,0,0,0,Nuclear,Material durable,Medio,buena
