CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,TIPO_HOGAR,MATERIAL_TECHUMBRE,DENSIDAD_HOGAR,CONDICION_DE_HABITABILIDAD
TQRMNOQYVHJMLOCDEFMDB00782450,2023,3,2,1,43,N,6,147,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,1,160000,3,3.0,3,,3.0,3,160000,7,8.0,7,,8.0,7,214,1,0,97,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPQWHLNMLCDEGGFB00804626,2023,3,1,1,42,S,10,445,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOQWYHJMMMCDEGGFB00782989,2023,3,1,1,42,S,10,536,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2,5,393500,7,8.0,8,7.0,,8,"56214,29",2,3.0,3,2.0,,3,818,1,0,3,4,5,0,Extendido,Material durable,Alto,buena
TQRMNOPQWHKMLSCDEGGFB00788669,2023,3,1,1,42,S,10,369,1.0,,5.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOPRSHLOKQCDEGNFJ00805339,2023,3,1,1,44,N,17,238,1.0,,1.0,3.0,,5.0,2.0,2.0,1.0,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,3.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0,Nuclear,Material precario,Alto,insuficiente
TQRMNOPWWHMMKMCDEGNFJ00810336,2023,3,1,1,44,N,17,205,2.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,2,4,3,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQWVHMKKPCDEGNFJ00810337,2023,3,1,1,44,N,17,285,1.0,,4.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,5.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,2200000,10,10.0,10,,10.0,10,550000,10,10.0,10,,10.0,10,383,96,0,2,1,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPTSHMOKRCDEGNFJ00810338,2023,3,1,1,44,N,17,185,1.0,,5.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOTSVHJMKNCDEHMHF00806258,2023,3,1,1,42,N,26,152,1.0,,8.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,890000,10,10.0,10,,10.0,10,890000,10,10.0,10,,10.0,10,162,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPQYHKMKNCDEHMHF00790543,2023,3,1,1,42,N,26,176,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,4,0,4,99600,1,2.0,1,,1.0,1,24900,1,1.0,1,,1.0,1,197,1,2,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQVXHMMLMCDEIOAH00813102,2023,3,1,1,43,N,38,98,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,160000,3,3.0,3,,3.0,3,160000,7,8.0,7,,8.0,7,83,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOTSTHMOKMCDEOJAH00813387,2023,3,1,1,44,N,93,87,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,5,0,5,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOUYSHLOKMCDEOJAH00808521,2023,3,1,1,44,N,93,77,2.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,217000,4,5.0,3,,4.0,4,108500,5,6.0,4,,6.0,5,81,1,2,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQSPHJOKMCDEOJAH00793023,2023,3,1,1,44,N,93,101,1.0,,1.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,1.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,2,2,294000,6,6.0,4,,6.0,5,73500,3,4.0,2,,4.0,2,111,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOTXRHKOLMCDEGNFJ00810344,2023,3,1,1,44,N,17,226,2.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,200000,4,4.0,2,,4.0,2,200000,8,9.0,7,,9.0,7,258,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPYPHLMLQCDEGNFJ00805327,2023,3,1,1,44,N,17,234,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,270000,5,6.0,4,,6.0,4,90000,4,5.0,3,,5.0,3,318,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSVVHKOKQCDEGOIH00789655,2023,3,1,1,40,N,18,148,1.0,,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,2.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,3,2,135500,2,2.0,3,,2.0,3,27100,1,1.0,1,,1.0,1,150,1,0,98,0,0,0,Extendido,Material durable,Alto,insuficiente
TQRMNPSTQHJOKRCDEGOIH00789762,2023,3,1,1,40,N,18,296,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,0,4,555000,9,9.0,9,,9.0,10,138750,7,7.0,8,,7.0,8,305,1,0,4,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNORRQHLKKPCDEHGHJ00805700,2023,3,1,1,44,N,20,211,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,1,5,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,2,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOPTYHJLKOCDEHGHJ00784108,2023,3,1,1,44,N,20,163,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,8.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,6,2,4,470000,8,9.0,7,,8.0,7,"78333,33",4,4.0,3,,4.0,3,270,2,1,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOQXWHLNKRCDEHGHJ00805702,2023,3,1,1,44,N,20,118,1.0,,5.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,0,3,500000,8,9.0,8,,9.0,8,"166666,67",7,8.0,6,,8.0,6,278,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQTTHMKKPCDEHGHJ00810717,2023,3,1,1,44,N,20,123,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,0,4,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,0,2,3,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQYPHLOKSCDEHGHJ00805703,2023,3,1,1,44,N,20,465,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,4.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,249000,5,5.0,3,,5.0,3,249000,9,9.0,8,,9.0,8,497,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNORRTHKNKTCDEHGHJ00789953,2023,3,1,1,44,N,20,74,1.0,,4.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,0,1,190000,3,4.0,2,,4.0,2,190000,8,8.0,7,,8.0,7,40,1,0,97,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOSRTHMOKSCDEGNFJ00810345,2023,3,1,1,44,N,17,141,2.0,,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,3,0,3,383000,7,8.0,6,,8.0,6,"127666,67",6,7.0,5,,7.0,5,248,2,0,1,3,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPSPHJOKRCDEGNFJ00805348,2023,3,1,1,44,N,17,115,2.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,86000,1,1.0,1,,1.0,1,86000,4,4.0,3,,5.0,3,134,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQVSHLOKTCDEGNFJ00805349,2023,3,1,1,44,N,17,229,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,3,0,3,60000,1,1.0,1,,1.0,1,20000,1,1.0,1,,1.0,1,272,1,0,2,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQVUHLOKTCDEGNFJ00805350,2023,3,1,1,44,N,17,146,1.0,,4.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,3,365000,7,7.0,6,,7.0,5,"121666,67",6,6.0,4,,6.0,5,187,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOSUXHLOKTCDEGNFJ00810346,2023,3,1,1,44,N,17,245,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPTTHKOKPCDEGNFJ00789520,2023,3,1,1,44,N,17,300,2.0,,1.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,375000,7,7.0,6,,7.0,6,93750,5,5.0,3,,5.0,3,386,1,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPXTHKOKQCDEGNFJ00795247,2023,3,1,1,44,N,17,245,1.0,,4.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,5,1,4,440000,8,8.0,7,,8.0,7,88000,4,5.0,3,,5.0,3,366,1,2,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOSVUHJLKTCDEGNFJ00783821,2023,3,1,1,44,N,17,282,2.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,1,2,803000,10,10.0,9,,10.0,9,"267666,67",9,9.0,9,,9.0,9,384,1,0,2,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPXUHKLKSCDEGNFJ00789598,2023,3,1,1,44,N,17,266,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,3,0,3,312700,6,7.0,5,,7.0,5,"104233,33",5,6.0,4,,6.0,4,305,1,0,2,3,0,0,Nuclear,Material durable,Medio,buena
TQRMNORRQHJOKUCDEGNFJ00783761,2023,3,1,1,44,N,17,182,1.0,,3.0,1.0,,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,0,2,390000,7,8.0,6,,8.0,6,195000,8,8.0,7,,8.0,7,187,1,0,2,0,0,0,Nuclear,Material precario,Bajo,buena
TQRMNOVPTHJOKUCDEGNFJ00783762,2023,3,1,1,44,N,17,182,2.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,585000,9,9.0,8,,9.0,8,292500,9,10.0,9,,10.0,9,242,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOQSTHKLKTCDEGNFJ00789543,2023,3,1,1,44,N,17,191,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,518000,9,9.0,8,,9.0,8,259000,9,9.0,9,,9.0,9,308,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORXVHJNLLCDEGNFJ00783820,2023,3,1,1,44,N,17,195,1.0,,4.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,3,260000,5,6.0,4,,6.0,4,65000,3,3.0,2,,3.0,2,272,3,0,1,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNORYTHKNKOCDEGNFJ00810347,2023,3,1,1,44,N,17,223,2.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,1,250000,5,5.0,3,,5.0,3,250000,9,9.0,8,,9.0,8,299,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQWYHMOKRCDEHNHB00811337,2023,3,1,1,42,S,27,340,1.0,,5.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQSMNORQUHJOROCDEIJAH00786025,2023,3,1,1,1,S,33,4223,1.0,,3.0,1.0,,3.0,1.0,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,3,3,0,12,,12,12.0,,12,0,12,,12,12.0,,12,0,2,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOQSUHLMRLCDEIJAH00807830,2023,3,1,1,1,S,33,2204,1.0,,2.0,1.0,,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,12,,12,12.0,,12,0,12,,12,12.0,,12,0,2,0,98,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOPRUHJKTPCDEIJAH00807816,2023,3,1,1,1,S,33,2045,2.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,0,12,,12,12.0,,12,0,12,,12,12.0,,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPQXHMMTPCDEIJAH00812184,2023,3,1,1,1,S,33,1370,1.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,0,1,86800,1,,1,1.0,,1,86800,4,,4,4.0,,4,1702,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQTXHKOSOCDEIJAH00792115,2023,3,1,1,1,S,33,4760,1.0,,3.0,2.0,,9.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,300000,6,,5,6.0,,6,100000,5,,5,5.0,,5,9180,2,0,98,0,0,0,Nuclear,No aplica,Medio,saludables
TQRMNOQQUHJMTRCDEIJAH00786374,2023,3,1,1,1,S,33,1542,1.0,,3.0,1.0,,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,87000,1,,1,1.0,,1,29000,1,,1,1.0,,1,2494,2,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPRVHJMTTCDEIJAH00792088,2023,3,1,1,1,S,33,1280,2.0,,3.0,1.0,,2.0,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,0,3,0,12,,12,12.0,,12,0,12,,12,12.0,,12,0,1,2,3,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQUPHJOTUCDEIJAH00791851,2023,3,1,1,1,S,33,2977,1.0,,3.0,1.0,,4.0,2.0,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,1,2,0,12,,12,12.0,,12,0,12,,12,12.0,,12,0,2,0,98,0,0,0,Nuclear,Material durable,Medio,insuficiente
TQRMNORURHJNSPCDEIJAH00807892,2023,3,1,1,1,S,33,1856,1.0,,4.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,83000,1,,1,1.0,,1,83000,4,,4,4.0,,4,1805,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
