CODUSU,ANO4,TRIMESTRE,NRO_HOGAR,REALIZADA,REGION,MAS_500,AGLOMERADO,PONDERA,IV1,IV1_ESP,IV2,IV3,IV3_ESP,IV4,IV5,IV6,IV7,IV7_ESP,IV8,IV9,IV10,IV11,IV12_1,IV12_2,IV12_3,II1,II2,II3,II3_1,II4_1,II4_2,II4_3,II5,II5_1,II6,II6_1,II7,II7_ESP,II8,II8_ESP,II9,V1,V2,V21,V22,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19_A,V19_B,IX_TOT,IX_MEN10,IX_MAYEQ10,ITF,DECIFR,IDECIFR,RDECIFR,GDECIFR,PDECIFR,ADECIFR,IPCF,DECCFR,IDECCFR,RDECCFR,GDECCFR,PDECCFR,ADECCFR,PONDIH,VII1_1,VII1_2,VII2_1,VII2_2,VII2_3,VII2_4,TIPO_HOGAR,MATERIAL_TECHUMBRE,DENSIDAD_HOGAR,CONDICION_DE_HABITABILIDAD
TQRMNOVTRHLMLQCDEHLEH00806041,2023,3,1,1,40,N,25,142,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,,4.0,ELECTRICO,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,0,2,150000,3,3.0,3,,3.0,3,75000,3,4.0,5,,4.0,6,147,2,1,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNPQTVHKMKMCDEHLEH00790383,2023,3,1,1,40,N,25,149,1.0,,2.0,1.0,,4.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,139500,2,2.0,3,,2.0,3,139500,7,7.0,8,,7.0,9,170,2,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
TQRMNOSVQHKKKMCDEHLEH00790424,2023,3,1,1,40,N,25,198,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,120000,2,2.0,2,,2.0,2,30000,1,1.0,1,,1.0,1,233,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQRQHMKKMCDEGGFB00809719,2023,3,1,1,42,S,10,657,2.0,,8.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,8.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,,1.0,,2.0,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,0,1,215000,4,4.0,4,4.0,,4,215000,8,9.0,9,8.0,,9,748,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPUUHLOKOCDEGGFB00804514,2023,3,1,1,42,S,10,583,1.0,,3.0,1.0,,9.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,110800,2,2.0,2,2.0,,2,55400,2,3.0,3,2.0,,3,592,1,0,98,0,0,0,Nuclear,No aplica,Bajo,buena
TQRMNOSPQHLLKPCDEGGFB00804515,2023,3,1,1,42,S,10,639,2.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,1,2,2,2,2,3,0,3,70000,1,1.0,1,1.0,,1,"23333,33",1,1.0,1,1.0,,1,560,1,2,3,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOPTUHJLKOCDEGGFB00783006,2023,3,2,1,42,S,10,497,2.0,,4.0,1.0,,9.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,4,1,3,227000,4,5.0,5,4.0,,5,56750,2,3.0,3,2.0,,3,827,2,0,98,0,0,0,Nuclear,No aplica,Medio,buena
TQRMNOSXVHMLKTCDEHLEH00811147,2023,3,1,1,40,N,25,102,1.0,,2.0,2.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,8.0,,2.0,,1.0,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,93400,1,1.0,2,,1.0,2,23350,1,1.0,1,,1.0,1,108,2,1,98,0,0,0,Nuclear,Material durable,Alto,saludables
TQRMNOSYVHLLKUCDEHLEH00806048,2023,3,1,1,40,N,25,97,2.0,,2.0,1.0,,9.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,0,2,150000,2,3.0,3,,3.0,3,75000,4,4.0,5,,4.0,6,100,1,2,98,0,0,0,Nuclear,No aplica,Medio,buena
TQRMNOTXUHKMLLCDEHLEH00790394,2023,3,2,1,40,N,25,116,1.0,,6.0,2.0,,5.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,58000,1,1.0,1,,1.0,1,29000,1,1.0,1,,1.0,1,125,1,0,98,0,0,0,Nuclear,Material precario,Bajo,saludables
TQRMNORRUHMMKUCDEHLEH00811148,2023,3,1,1,40,N,25,140,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,7,0,7,539500,9,9.0,9,,9.0,10,"77071,43",4,4.0,5,,4.0,6,197,2,3,4,7,0,0,Extendido,Material durable,Alto,buena
TQRMNORPVHLMLLCDEHLEH00806052,2023,3,1,1,40,N,25,121,1.0,,5.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,1,5,350000,7,7.0,8,,7.0,9,"58333,33",3,3.0,4,,3.0,4,140,1,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOPUXHJOKSCDEHLEH00784556,2023,3,1,1,40,N,25,377,1.0,,2.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,6.0,,3.0,,1.0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,165000,3,3.0,3,,3.0,4,41250,2,2.0,2,,2.0,2,351,2,0,2,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPVUHJMKUCDEHLEH00784564,2023,3,1,1,40,N,25,208,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,3,0,3,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,2,3,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORSWHJMLMCDEHLEH00784560,2023,3,1,1,40,N,25,142,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,5,0,5,240000,5,5.0,5,,5.0,7,48000,2,2.0,3,,2.0,3,156,1,3,2,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOTRYHLMLOCDEHLEH00806061,2023,3,1,1,40,N,25,117,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,1,6,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,5,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOTRQHMOLMCDEHLEH00811149,2023,3,1,1,40,N,25,185,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,280000,5,6.0,6,,6.0,8,140000,7,7.0,8,,7.0,9,215,2,0,1,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQQVHMOLQCDEGGFB00809728,2023,3,1,1,42,S,10,725,1.0,,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,3.0,,2.0,,1.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,0,1,226000,4,5.0,5,4.0,,5,226000,9,9.0,9,9.0,,9,720,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOPTRHJNLRCDEGGFB00782994,2023,3,1,1,42,S,10,632,1.0,,2.0,2.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,4,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOPTUHJNLRCDEGGFB00783003,2023,3,1,1,42,S,10,467,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,100000,1,2.0,1,1.0,,2,25000,1,1.0,1,1.0,,1,625,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOQXRHJMLSCDEGGFB00783016,2023,3,1,1,42,S,10,520,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,270000,5,6.0,6,5.0,,6,135000,7,7.0,8,6.0,,7,762,2,0,97,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORUXHJNLTCDEGGFB00783008,2023,3,1,1,42,S,10,342,1.0,,6.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,87000,1,1.0,1,1.0,,1,43500,2,2.0,2,2.0,,2,452,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNOSRWHKMLQCDEGGFB00788544,2023,3,1,1,42,S,10,686,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,6.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,5,1,4,345000,7,7.0,7,6.0,,7,69000,3,3.0,4,3.0,,4,1064,1,0,98,0,0,0,Extendido,Material durable,Alto,buena
TQRMNOSUWHKMLQCDEGGFB00788534,2023,3,1,1,42,S,10,464,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,4,0,4,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,2,0,1,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQUTHKOLMCDEHNHB00790654,2023,3,1,1,42,S,27,333,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,8.0,,1.0,,1.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,4,2,2,0,12,12.0,12,12.0,,12,0,12,12.0,12,12.0,,12,0,1,2,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSSRHJMLPCDEHNHB00806296,2023,3,1,1,42,S,27,325,1.0,,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,,2.0,,1.0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,0,3,294000,6,6.0,6,6.0,,6,98000,5,5.0,6,5.0,,6,365,1,2,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOQSPHMMLOCDEHNHB00811425,2023,3,1,1,42,S,27,284,1.0,,4.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,,2.0,,3.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,5,1,4,189656,3,4.0,4,3.0,,3,"37931,2",2,2.0,2,1.0,,2,288,2,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOQVUHMMLPCDEHNHB00811426,2023,3,1,1,42,S,27,283,1.0,,2.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,,2.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,0,2,58000,1,1.0,1,1.0,,1,29000,1,1.0,1,1.0,,1,265,1,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSQTHJMLRCDEHNHB00784806,2023,3,1,1,42,S,27,284,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,6,0,6,557936,9,9.0,9,9.0,,9,"92989,33",5,5.0,5,4.0,,6,302,1,0,98,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNORVSHJOLTCDEHNHB00784818,2023,3,1,1,42,S,27,274,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,0,4,292814,6,6.0,6,6.0,,6,"73203,5",3,4.0,4,3.0,,4,321,2,0,98,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOPTXHLNKMCDEHNHB00806311,2023,3,1,1,42,S,27,186,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,0,1,250000,5,5.0,5,5.0,,5,250000,9,9.0,10,9.0,,10,203,1,0,98,0,0,0,Unipersonal,Material durable,Medio,saludables
TQRMNOPQYHMOLOCDEGPDJ00810666,2023,3,1,1,40,N,19,200,1.0,,4.0,2.0,,4.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,,2.0,,1.0,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,0,4,153000,3,3.0,3,,3.0,3,38250,2,2.0,2,,2.0,2,201,1,0,2,0,0,0,Nuclear,Material durable,Medio,saludables
TQRMNOPSVHKNLQCDEGPDJ00789879,2023,3,1,1,40,N,19,126,1.0,,3.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,4,1,3,168000,3,3.0,3,,3.0,3,42000,2,2.0,2,,2.0,2,127,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNORRVHJMKNCDEIGED00806618,2023,3,1,1,43,N,30,97,1.0,,5.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,0,4,420000,8,8.0,8,,8.0,7,105000,5,6.0,5,,6.0,4,150,1,0,2,3,4,0,Nuclear,Material durable,Bajo,buena
TQRMNOQQSHKMKOCDEIGED00790976,2023,3,1,1,43,N,30,117,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,0,12,12.0,12,,12.0,12,0,12,12.0,12,,12.0,12,0,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQWSHJOLLCDEGLDF00783655,2023,3,1,1,41,N,15,105,1.0,,3.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,0,2,165000,3,3.0,4,,3.0,4,82500,4,4.0,6,,5.0,6,106,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQSMNOQVUHLMLMCDEGLDF00805124,2023,3,1,1,41,N,15,290,1.0,,3.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,6.0,,2.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,2,2,100000,1,2.0,2,,2.0,1,25000,1,1.0,1,,1.0,1,298,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPSTHKOKOCDEGKDB00789253,2023,3,1,1,43,N,14,105,1.0,,2.0,1.0,,4.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,,2.0,,1.0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,270000,5,6.0,6,,6.0,6,270000,9,9.0,9,,9.0,10,165,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,buena
TQRMNOQSUHKKKMCDEGLDF00793788,2023,3,1,1,41,N,15,213,2.0,,2.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,6.0,,2.0,,1.0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,735000,10,10.0,10,,10.0,10,367500,10,10.0,10,,10.0,10,288,97,0,98,0,0,0,Nuclear,Material durable,Medio,buena
TQRMNOTWWHMMLOCDEHLEH00811155,2023,3,1,1,40,N,25,106,1.0,,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,4,1,3,630000,9,10.0,10,,9.0,10,157500,7,8.0,9,,8.0,10,130,1,0,2,3,0,0,Nuclear,Material durable,Medio,buena
TQRMNOSXXHMOLPCDEHLEH00811156,2023,3,1,1,40,N,25,144,1.0,,3.0,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,150000,3,3.0,3,,3.0,4,75000,4,4.0,5,,4.0,6,172,1,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQSMNOQPSHMNLPCDEGGFB00809732,2023,3,1,1,42,S,10,495,1.0,,2.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,6.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,450000,8,8.0,9,8.0,,9,150000,7,8.0,8,7.0,,8,565,2,0,98,0,0,0,Nuclear,Material durable,Alto,buena
TQRMNOPUSHJMMMCDEGGFB00783014,2023,3,1,1,42,S,10,403,1.0,,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,337500,6,7.0,7,6.0,,7,168750,7,8.0,9,7.0,,8,603,2,0,1,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORWQHLKKNCDEGNFJ00805249,2023,3,1,1,44,N,17,562,1.0,,3.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,,1.0,,1.0,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,0,2,290000,6,6.0,4,,6.0,4,145000,7,7.0,5,,7.0,6,607,2,0,98,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORTVHLLKSCDEGNFJ00805261,2023,3,1,1,44,N,17,359,1.0,,6.0,1.0,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,6.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,0,3,471700,8,9.0,7,,9.0,7,"157233,33",7,8.0,6,,8.0,6,399,1,0,2,0,0,0,Nuclear,Material durable,Bajo,buena
TQRMNORXYHJMKNCDEGOIH00783903,2023,3,1,1,40,N,18,314,1.0,,3.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,274000,5,6.0,6,,6.0,7,137000,7,7.0,8,,7.0,8,321,96,0,96,0,0,0,Nuclear,Material durable,Bajo,saludables
TQRMNOPSSHLOKSCDEGOIH00805385,2023,3,1,1,40,N,18,143,1.0,,4.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,,1.0,,1.0,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,11,2,9,747000,10,10.0,10,,10.0,10,"67909,09",3,3.0,4,,4.0,5,135,1,3,2,0,0,0,Extendido,Material durable,Alto,saludables
TQRMNOUSVHJMKSCDEGOIH00783898,2023,3,1,1,40,N,18,307,1.0,,3.0,2.0,,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,,2.0,,1.0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,0,1,70000,1,1.0,1,,1.0,1,70000,3,3.0,4,,4.0,5,324,1,0,98,0,0,0,Unipersonal,Material durable,Bajo,saludables
