"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNORQTHMKOMCDEIJAH00802525";2024;2;1;1;1;"S";33;3348;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOQRTHJMPQCDEIJAH00866052";2024;2;1;1;1;"S";33;1733;1;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOSRXHJMPQCDEIJAH00866053";2024;2;1;1;1;"S";33;1446;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;1;1;1;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOPTUHKKKNCDEFMDB00861426";2024;2;1;1;43;"N";6;318;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;0;0;0
"TQRMNOQVVHKKKNCDEFMDB00866148";2024;2;1;1;43;"N";6;276;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1200000;"8";"9";"9";"";"9";"8";1200000;"10";"10";"10";"";"10";"10";431;1;0;98;0;0;0
"TQRMNORYXHKMKOCDEFMDB00857457";2024;2;1;1;43;"N";6;219;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800000;"7";"7";"7";"";"7";"6";800000;"10";"10";"10";"";"10";"10";323;1;0;97;0;0;0
"TQRMNORTRHLOKPCDEFMDB00804024";2024;2;2;1;43;"N";6;229;1;"";2;1;"";3;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;7;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;600000;"5";"5";"5";"";"6";"4";300000;"6";"7";"6";"";"7";"6";286;1;0;97;0;0;0
"TQRMNOQYVHLMKQCDEFMDB00804049";2024;2;1;1;43;"N";6;240;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;250000;"2";"2";"2";"";"2";"1";50000;"1";"1";"1";"";"1";"1";350;2;1;98;0;0;0
"TQRMNOPXPHJMKPCDEFMDB00866149";2024;2;1;1;43;"N";6;140;1;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;2;1;2;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;2;3;0;0
"TQRMNOQPVHKMLNCDEFMDB00861464";2024;2;1;1;43;"N";6;270;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;7;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;4;2;2;1311150;"9";"9";"9";"";"9";"9";327787,5;"7";"7";"6";"";"7";"6";515;1;0;2;0;0;0
"TQRMNOQPXHKMLNCDEFMDB00857827";2024;2;1;1;43;"N";6;137;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNORPXHLMPUCDEIJAH00807618";2024;2;1;1;1;"S";33;2870;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;300000;"2";"";"2";"2";"";"2";75000;"1";"";"1";"1";"";"1";4249;2;0;98;0;0;0
"TQRMNOQRVHMKPRCDEIJAH00807619";2024;2;1;1;1;"S";33;1748;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;3;0;98;0;0;0
"TQRMNOSRPHKMKMCDEIOAH00866150";2024;2;1;1;43;"N";38;130;1;"";1;2;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNOSRRHKMKMCDEIOAH00856482";2024;2;1;1;43;"N";38;127;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;963000;"8";"8";"8";"";"8";"8";160500;"3";"3";"3";"";"4";"4";191;2;0;1;3;4;5
"TQRMNOURXHMKKMCDEIOAH00803033";2024;2;1;1;43;"N";38;195;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;700000;"6";"6";"6";"";"7";"7";700000;"9";"10";"10";"";"10";"10";222;1;0;98;0;0;0
"TQRMNORRQHKMKRCDEIOAH00857638";2024;2;1;1;43;"N";38;150;1;"";6;2;"";4;1;1;1;"";1;1;1;1;2;2;2;6;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;3;98;0;0;0
"TQRMNOQVTHKOKSCDEIOAH00859675";2024;2;2;1;43;"N";38;93;1;"";1;2;"";4;2;1;1;"";1;2;2;3;1;2;2;1;1;2;0;1;2;2;2;0;2;0;5;"";4;"electricidad";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;84000;"1";"1";"1";"";"1";"1";21000;"1";"1";"1";"";"1";"1";89;1;0;98;0;0;0
"TQRMNOPYRHKLKRCDEFKID00857933";2024;2;1;1;43;"S";4;1029;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;1;2;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1350000;"9";"9";"9";"9";"";"9";450000;"8";"8";"8";"8";"";"8";2637;1;0;2;0;0;0
"TQRMNOPVQHJOKUCDEIHJF00866151";2024;2;1;1;44;"N";31;343;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;460000;"4";"4";"3";"";"4";"2";92000;"2";"2";"1";"";"2";"1";329;1;0;98;0;0;0
"TQRMNOUPSHJOKUCDEIHJF00866152";2024;2;1;1;44;"N";31;173;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2300000;"10";"10";"10";"";"10";"10";1150000;"10";"10";"10";"";"10";"10";184;1;2;98;0;0;0
"TQRMNOPPVHJMTLCDEIJAH00866153";2024;2;1;1;1;"S";33;816;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;0;1;750000;"6";"";"6";"6";"";"6";750000;"10";"";"9";"10";"";"10";825;1;0;98;0;0;0
"TQRMNORWWHMOTLCDEIJAH00802594";2024;2;1;1;1;"S";33;1937;2;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1650000;"10";"";"9";"9";"";"9";330000;"7";"";"7";"7";"";"7";5882;2;0;1;2;4;0
"TQRMNOQTQHLNTPCDEIJAH00807484";2024;2;1;1;1;"S";33;155;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1010000;"8";"";"8";"8";"";"8";336666,67;"7";"";"7";"7";"";"7";282;2;0;98;0;0;0
"TQRMNOQUUHKLSPCDEIJAH00861115";2024;2;1;1;1;"S";33;1929;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;674000;"6";"";"5";"6";"";"6";337000;"7";"";"7";"7";"";"7";4225;2;1;98;0;0;0
"TQRMNOPSYHMMLMCDEIOAH00803011";2024;2;1;1;43;"N";38;111;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;3;1;0;0;0
"TQRMNOQWVHMMLMCDEIOAH00803012";2024;2;1;1;43;"N";38;152;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280000;"2";"2";"2";"";"2";"2";280000;"6";"6";"6";"";"7";"6";174;1;0;98;0;0;0
"TQRMNOSVRHJMLNCDEIOAH00866294";2024;2;1;1;43;"N";38;248;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;6;1;5;740000;"6";"7";"6";"";"7";"7";123333,33;"2";"2";"2";"";"3";"3";306;2;0;98;0;0;0
"TQRMNOPSYHKKKMCDEIOAH00857176";2024;2;1;1;43;"N";38;137;1;"";2;2;"";2;1;1;1;"";1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;216000;"1";"1";"1";"";"2";"2";54000;"1";"1";"1";"";"1";"1";174;2;0;98;0;0;0
"TQRMNOPTPHKKKMCDEIOAH00857177";2024;2;1;1;43;"N";38;148;1;"";2;2;"";2;2;1;1;"";1;2;2;3;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;328000;"2";"2";"2";"";"3";"3";54666,67;"1";"1";"1";"";"1";"1";170;1;0;98;0;0;0
"TQRMNOQYSHKNKNCDEIOAH00856862";2024;2;1;1;43;"N";38;71;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1400000;"9";"9";"9";"";"10";"9";466666,67;"8";"9";"8";"";"9";"9";98;2;0;98;0;0;0
"TQRMNOTWUHKNKNCDEIOAH00858286";2024;2;1;1;43;"N";38;60;1;"";1;1;"";3;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;"";2;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;201000;"1";"1";"1";"";"1";"1";201000;"4";"5";"4";"";"5";"5";68;1;0;98;0;0;0
"TQRMNOQRRHMOKMCDEOJAH00803248";2024;2;1;1;44;"N";93;88;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;960000;"8";"8";"7";"";"8";"8";320000;"7";"7";"6";"";"7";"6";104;1;0;98;0;0;0
"TQRMNOQTVHLOKMCDEOJAH00808426";2024;2;1;1;44;"N";93;94;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;450000;"4";"4";"3";"";"4";"3";112500;"2";"2";"1";"";"2";"1";110;1;0;98;0;0;0
"TQRMNOPURHJNMLCDEGJBF00866295";2024;2;1;1;43;"S";13;618;2;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;9;"A MITAD DE PAGAR";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOPQPHMMMLCDEGJBF00799832";2024;2;1;1;43;"S";13;620;1;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;4;0;4;1220000;"9";"9";"9";"8";"";"9";305000;"7";"7";"6";"7";"";"6";707;1;0;3;0;0;0
"TQRMNOQUWHMMMMCDEGJBF00799833";2024;2;1;1;43;"S";13;594;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;0;7;702000;"6";"6";"6";"6";"";"6";100285,71;"2";"2";"2";"2";"";"1";714;2;0;98;0;0;0
"TQRMNOQTRHKMKUCDEGIBJ00857129";2024;2;1;1;41;"N";12;246;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1020000;"8";"8";"9";"";"9";"9";255000;"6";"6";"7";"";"6";"6";255;3;0;4;0;0;0
"TQRMNOQTXHMOKUCDEGIBJ00799597";2024;2;1;1;41;"N";12;558;1;"";5;1;"";4;1;1;1;"";1;1;1;1;1;2;2;5;4;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;0;5;1600000;"9";"10";"10";"";"10";"10";320000;"7";"7";"8";"";"7";"8";591;1;2;3;4;0;0
"TQRMNOQTYHMOKUCDEGIBJ00799598";2024;2;1;1;41;"N";12;512;1;"";4;1;"";4;1;1;1;"";1;1;1;1;1;1;2;4;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;750000;"6";"7";"8";"";"7";"7";250000;"5";"6";"7";"";"6";"6";517;1;3;98;0;0;0
"TQRMNOPQVHJOLOCDEGIBJ00866296";2024;2;1;1;41;"N";12;307;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;342000;"3";"3";"3";"";"3";"2";114000;"2";"2";"3";"";"2";"2";306;2;0;98;0;0;0
"TQRMNOSPRHJOLOCDEGIBJ00866297";2024;2;1;1;41;"N";12;290;1;"";2;2;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;600000;"5";"5";"7";"";"6";"5";120000;"2";"2";"3";"";"2";"2";292;2;0;98;0;0;0
"TQRMNOPPRHMNLQCDEHIBB00805728";2024;2;1;1;40;"N";22;103;1;"";4;1;"";3;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;600000;"5";"5";"6";"";"6";"6";200000;"4";"4";"6";"";"5";"6";108;2;0;3;0;0;0
"TQRMNOSPXHMNLQCDEHIBB00800644";2024;2;1;1;40;"N";22;116;1;"";3;2;"";4;1;2;1;"";1;2;2;3;1;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;300000;"2";"2";"2";"";"2";"2";60000;"1";"1";"1";"";"1";"1";120;1;0;2;0;0;0
"TQRMNOWTTHMKLTCDEGJBF00799801";2024;2;1;1;43;"S";13;1071;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;540000;"5";"5";"5";"4";"";"4";270000;"6";"6";"5";"6";"";"5";1085;1;2;98;0;0;0
"TQRMNOVWQHJKLPCDEGJBF00866298";2024;2;1;1;43;"S";13;1259;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";4;"HORNO ELECTRICO";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;560000;"5";"5";"5";"5";"";"5";280000;"6";"6";"6";"6";"";"5";1314;1;2;98;0;0;0
"TQRMNOQXUHLOLSCDEGJBF00866299";2024;2;1;1;43;"S";13;738;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;1;1;1;2;2;2;0;0;0;0;6;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;337000;"2";"3";"2";"2";"";"2";168500;"3";"4";"3";"3";"";"3";775;1;0;98;0;0;0
"TQSMNOPPRHMOKRCDEFNFF00804232";2024;2;1;1;41;"N";7;225;2;"";1;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOPPUHMOKRCDEFNFF00798945";2024;2;1;1;41;"N";7;219;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2018000;"10";"10";"10";"";"10";"10";1009000;"10";"10";"10";"";"10";"10";401;2;0;1;0;0;0
"TQRMNOTRXHJOKQCDEFNFF00865953";2024;2;1;1;41;"N";7;273;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;0;0;0
"TQRMNOTRYHJOKQCDEFNFF00865954";2024;2;1;1;41;"N";7;372;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;487725;"4";"4";"6";"";"4";"5";97545;"2";"2";"2";"";"2";"2";597;1;0;2;0;0;0
"TQRMNOUQXHKNKMCDEHNHB00856673";2024;2;1;1;42;"S";27;135;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;6;1;5;608000;"5";"6";"6";"5";"";"5";101333,33;"2";"2";"2";"2";"";"2";132;1;2;3;0;0;0
"TQRMNOPSUHKOKMCDEHNHB00856603";2024;2;1;1;42;"S";27;101;1;"";4;2;"";2;2;1;1;"";1;1;1;2;2;2;2;4;2;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;4;0;4;314446;"2";"2";"2";"2";"";"2";78611,5;"1";"1";"1";"1";"";"1";101;1;2;98;0;0;0
"TQRMNOPTSHKOKQCDEGOIH00857439";2024;2;1;1;40;"N";18;201;1;"";3;1;"";1;1;1;1;"";1;2;2;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;1;2;310000;"2";"2";"3";"";"3";"2";103333,33;"2";"2";"2";"";"2";"2";198;2;0;98;0;0;0
"TQRMNOSTXHKOKQCDEGOIH00857440";2024;2;1;1;40;"N";18;206;1;"";3;1;"";1;1;1;1;"";1;2;2;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;6;3;3;621000;"5";"6";"6";"";"6";"6";103500;"2";"2";"2";"";"2";"2";206;1;0;98;0;0;0
"TQRMNOYURHLOKRCDEGOIH00805469";2024;2;1;1;40;"N";18;1108;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;7;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;279000;"2";"2";"2";"";"2";"2";69750;"1";"1";"1";"";"1";"1";1126;1;0;98;0;0;0
"TQRMNOYUTHLOKRCDEGOIH00805457";2024;2;1;1;40;"N";18;1253;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;850000;"7";"7";"8";"";"8";"8";170000;"4";"4";"5";"";"4";"5";1227;2;0;98;0;0;0
"TQRMNOPXQHMOKOCDEGOIH00800314";2024;2;1;1;40;"N";18;286;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;450000;"4";"4";"4";"";"4";"4";450000;"8";"9";"9";"";"9";"9";288;1;0;98;0;0;0
"TQRMNOPSUHKOKRCDEGOIH00857262";2024;2;1;1;40;"N";18;382;1;"";3;1;"";1;1;1;1;"";2;0;0;0;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";4;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;640000;"5";"6";"6";"";"6";"6";320000;"7";"7";"8";"";"7";"8";383;1;0;98;0;0;0
"TQRMNORSRHKOKRCDEGOIH00857263";2024;2;1;1;40;"N";18;228;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1090000;"8";"9";"9";"";"9";"10";218000;"5";"5";"6";"";"5";"6";227;2;0;98;0;0;0
"TQRMNOUSTHJMKSCDEGOIH00865955";2024;2;1;1;40;"N";18;207;1;"";3;2;"";2;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;1;4;260000;"2";"2";"2";"";"2";"2";52000;"1";"1";"1";"";"1";"1";213;1;0;3;0;0;0
"TQRMNOQQUHJNNPCDEIIAD00865956";2024;2;1;1;1;"S";32;1550;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;790000;"7";"";"6";"6";"";"5";395000;"8";"";"7";"7";"";"5";1783;1;2;98;0;0;0
