"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSWXHKMKUCDEHNHB00861456";2024;1;1;1;42;"S";27;417;1;"";4;1;"";7;2;1;1;"";1;1;1;3;2;2;2;4;3;2;0;1;1;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;8;1;7;465000;"5";"5";"5";"5";"";"5";58125;"1";"1";"1";"1";"";"1";386;2;0;98;0;0;0
"TQRMNOPVTHJOLOCDEHNHB00796171";2024;1;1;1;42;"S";27;390;1;"";2;2;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;5;3;2;705000;"7";"8";"8";"7";"";"8";141000;"4";"4";"4";"4";"";"4";393;2;0;98;0;0;0
"TQRMNOSUTHJMLPCDEHNHB00854253";2024;1;1;1;42;"S";27;456;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;0;1;690000;"7";"8";"7";"7";"";"8";690000;"10";"10";"10";"10";"";"10";453;1;0;98;0;0;0
"TQRMNORXUHLLLUCDEFKID00851812";2024;1;4;1;43;"S";4;984;3;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;90000;"1";"1";"1";"1";"";"1";90000;"2";"2";"2";"2";"";"2";915;96;0;98;0;0;0
"TQRMNOSUXHLLLUCDEFKID00861457";2024;1;1;1;43;"S";4;984;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;100000;"1";"1";"1";"1";"";"1";100000;"3";"3";"2";"2";"";"3";915;1;0;98;0;0;0
"TQRMNOQVWHLMMSCDEIJAH00855026";2024;1;1;1;1;"S";33;1970;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOSTTHMOKNCDEHPJB00801304";2024;1;1;1;40;"S";29;745;1;"";2;1;"";4;1;1;2;"";1;2;2;2;1;1;2;2;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;423900;"5";"5";"5";"5";"";"5";70650;"2";"2";"2";"2";"";"2";751;2;0;3;4;0;0
"TQRMNOQYPHMOKPCDEHPJB00801306";2024;1;1;1;40;"S";29;532;1;"";4;1;"";4;1;1;1;"";1;2;1;3;1;1;2;4;2;1;1;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;3;1;2;300000;"3";"3";"3";"3";"";"3";100000;"3";"3";"3";"3";"";"4";566;1;0;98;0;0;0
"TQRMNOQTXHKLKMCDEHPJB00861458";2024;1;1;1;40;"S";29;399;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;96;0;2;1;0;0
"TQRMNOSRXHKLNSCDEIJAH00861459";2024;1;1;1;1;"S";33;1228;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;3;0;3;325000;"3";"";"3";"3";"";"4";108333,33;"3";"";"3";"3";"";"3";2473;2;0;98;0;0;0
"TQSMNOQYXHJONTCDEIJAH00802183";2024;1;1;1;1;"S";33;1100;2;"";3;1;"";1;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;300000;"3";"";"3";"3";"";"3";75000;"2";"";"2";"2";"";"2";1922;1;0;98;0;0;0
"TQRMNOSRYHMOLOCDEFOCD00799171";2024;1;1;1;41;"N";8;285;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;235000;"2";"2";"3";"";"2";"4";117500;"3";"3";"4";"";"3";"6";316;1;0;98;0;0;0
"TQSMNOQUXHJNLOCDEFOCD00796166";2024;1;1;1;41;"N";8;224;1;"";1;1;"";4;1;2;1;"";1;2;2;1;2;1;2;1;1;2;0;2;2;2;0;0;0;0;6;"";2;"";2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;135000;"1";"1";"1";"";"1";"2";135000;"4";"4";"5";"";"4";"7";249;1;0;98;0;0;0
"TQRMNORTTHKNKNCDEFOCD00861460";2024;1;1;1;41;"N";8;144;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;800000;"8";"8";"9";"";"8";"10";266666,67;"7";"7";"9";"";"8";"10";190;2;0;1;0;0;0
"TQRMNOPQWHJKKMCDEFPCH00796101";2024;1;1;1;44;"N";9;404;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1800000;"10";"10";"10";"";"10";"10";900000;"10";"10";"10";"";"10";"10";556;2;0;98;0;0;0
"TQRMNOPSXHKMKQCDEGGFB00861461";2024;1;1;1;42;"S";10;445;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1100000;"9";"9";"9";"9";"";"9";550000;"9";"10";"10";"9";"";"10";655;2;0;97;0;0;0
"TQRMNOQQTHLLKUCDEHLEH00854096";2024;1;1;1;40;"N";25;192;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;1;2;2;2;1;0;1;200000;"2";"2";"2";"";"2";"2";200000;"6";"6";"7";"";"6";"8";220;1;0;98;0;0;0
"TQRMNOTRSHLLKUCDEHLEH00854097";2024;1;1;1;40;"N";25;166;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1;2;1;1;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOPQSHKMLLCDEHLEH00861462";2024;1;1;1;40;"N";25;124;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;4;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;198000;"2";"2";"2";"";"2";"2";198000;"5";"6";"7";"";"6";"8";140;1;0;97;0;0;0
"TQRMNOQVPHLOLMCDEHLEH00854101";2024;1;1;1;40;"N";25;171;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";2;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;130000;"1";"1";"1";"";"1";"1";65000;"1";"1";"2";"";"1";"1";213;1;2;98;0;0;0
"TQRMNOTUWHLOLMCDEHLEH00854089";2024;1;1;1;40;"N";25;127;2;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;315000;"3";"3";"4";"";"4";"4";315000;"8";"8";"9";"";"8";"10";131;1;0;97;0;0;0
"TQRMNOUUWHJLKTCDEHLEH00794683";2024;1;1;1;40;"N";25;324;2;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;554500;"6";"6";"7";"";"7";"8";184833,33;"5";"5";"7";"";"6";"8";435;1;2;98;0;0;0
"TQRMNORPQHLMLOCDEIJAH00855623";2024;1;1;1;1;"S";33;1467;1;"";3;1;"";3;1;1;2;"";1;1;1;1;2;2;2;3;2;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;3;4;0
"TQRMNOQVVHMMLOCDEIJAH00802049";2024;1;1;1;1;"S";33;2315;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;1;98;0;0;0
"TQRMNOQXSHMMLOCDEIJAH00807671";2024;1;1;1;1;"S";33;2315;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOQQTHMLLPCDEIJAH00802050";2024;1;1;1;1;"S";33;1522;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;420000;"5";"";"5";"5";"";"5";140000;"4";"";"4";"4";"";"4";2010;1;0;2;0;0;0
"TQSMNORUQHLLLQCDEIJAH00861567";2024;1;1;1;1;"S";33;434;2;"";3;1;"";1;1;1;2;"";1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;1;1;1;2;2;2;2;4;1;3;680000;"7";"";"7";"7";"";"7";170000;"5";"";"5";"5";"";"5";607;1;0;98;0;0;0
"TQRMNOTQVHMKMTCDEIIAD00801709";2024;1;1;1;1;"S";32;992;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;1;1;2;2;2;0;0;0;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;700000;"7";"";"7";"7";"";"5";700000;"10";"";"10";"10";"";"9";1042;1;0;98;0;0;0
"TQRMNOSRTHJLMRCDEIIAD00801713";2024;1;1;1;1;"S";32;1768;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;455000;"5";"";"5";"5";"";"4";227500;"6";"";"6";"6";"";"3";2483;1;0;98;0;0;0
"TQRMNOPXTHMKOMCDEIJAH00802037";2024;1;1;1;1;"S";33;3899;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;0;"0";"";"0";"0";"";"0";0;"0";"";"0";"0";"";"0";5390;1;0;98;0;0;0
"TQRMNOPXVHJMPQCDEIJAH00794567";2024;1;1;1;1;"S";33;2140;1;"";4;2;"";2;2;1;2;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOPXQHMMOPCDEIJAH00802038";2024;1;1;1;1;"S";33;2028;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOPRRHMMOQCDEIJAH00802039";2024;1;1;1;1;"S";33;2413;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;3;3;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;6;2;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;1;0;0;0
"TQRMNORPPHMNORCDEIJAH00802051";2024;1;1;1;1;"S";33;1778;1;"";4;1;"";4;1;1;1;"";1;1;1;3;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;480000;"5";"";"5";"5";"";"6";240000;"6";"";"6";"6";"";"7";2989;1;0;98;0;0;0
"TQRMNORVYHLNOTCDEIJAH00855496";2024;1;1;1;1;"S";33;2116;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;545000;"6";"";"6";"6";"";"6";272500;"7";"";"7";"7";"";"8";3592;1;0;98;0;0;0
"TQRMNORXQHMMMPCDEIJAH00807673";2024;1;1;1;1;"S";33;2866;2;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOSRYHMMMPCDEIJAH00861568";2024;1;1;1;1;"S";33;2016;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;5;1;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;4;0;0;0
"TQRMNORYRHKLMRCDEIJAH00861569";2024;1;1;1;1;"S";33;2673;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;3;4;0;0
"TQSMNORQVHKOMTCDEIJAH00861570";2024;1;1;1;1;"S";33;1441;2;"";1;2;"";2;1;1;1;"";1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQUSHJMKQCDEIOAH00794380";2024;1;1;1;43;"N";38;93;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;6;"";4;"ELECTRICO";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;840000;"8";"8";"8";"";"9";"8";420000;"9";"9";"9";"";"9";"9";148;1;0;98;0;0;0
"TQRMNOQVXHKOKSCDEIOAH00861571";2024;1;1;1;43;"N";38;117;1;"";4;2;"";4;2;1;1;"";1;1;1;1;1;2;2;4;4;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;0;7;420000;"5";"5";"5";"";"5";"5";60000;"1";"1";"1";"";"1";"1";168;1;0;98;0;0;0
"TQRMNOPUYHKNKTCDEIOAH00861572";2024;1;1;1;43;"N";38;114;1;"";2;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;537000;"6";"6";"6";"";"6";"6";134250;"4";"4";"3";"";"4";"4";161;2;0;1;0;0;0
"TQRMNOPVQHKNKTCDEIOAH00861573";2024;1;1;1;43;"N";38;120;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;2;0;0;0
"TQRMNORUYHLNKRCDEIOAH00856106";2024;1;1;1;43;"N";38;155;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;1;1;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;180000;"1";"2";"2";"";"2";"2";90000;"2";"2";"2";"";"2";"2";157;2;1;98;0;0;0
"TQRMNOQVUHJOKUCDEIOAH00855989";2024;1;2;1;43;"N";38;98;1;"";2;1;"";2;1;1;1;"";1;1;1;3;2;2;2;2;1;1;1;1;2;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;200000;"2";"2";"2";"";"2";"2";200000;"6";"6";"5";"";"6";"6";122;1;0;97;0;0;0
"TQRMNORVRHMMLLCDEOHCH00808353";2024;1;1;1;44;"N";91;118;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;0;2;500000;"6";"6";"4";"";"6";"5";250000;"7";"7";"5";"";"7";"6";122;1;0;98;0;0;0
"TQRMNOPWYHKMLMCDEOHCH00861682";2024;1;1;1;44;"N";91;126;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;950000;"8";"9";"7";"";"9";"9";475000;"9";"9";"8";"";"9";"9";135;1;0;98;0;0;0
"TQRMNOQWPHKLLNCDEOHCH00861683";2024;1;1;1;44;"N";91;145;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;1;0;1;840000;"8";"8";"7";"";"9";"8";840000;"10";"10";"10";"";"10";"10";150;1;0;96;0;0;0
"TQRMNOQWYHJNKNCDEIMBF00794308";2024;1;1;1;43;"N";36;174;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;0;3;435000;"5";"5";"5";"";"5";"5";145000;"4";"4";"4";"";"4";"4";195;1;0;98;0;0;0
"TQRMNOQQSHKNKNCDEIMBF00861684";2024;1;1;1;43;"N";36;109;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;582000;"6";"7";"6";"";"7";"7";291000;"7";"8";"7";"";"8";"8";129;2;1;98;0;0;0
"TQRMNOTSUHMMKPCDEIMBF00802825";2024;1;1;1;43;"N";36;127;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;245000;"2";"2";"2";"";"3";"2";122500;"3";"3";"3";"";"4";"3";190;1;0;2;0;0;0
"TQRMNOPTRHJKKOCDEIMBF00794309";2024;1;1;1;43;"N";36;141;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOSPRHJOKPCDEIMBF00794312";2024;1;1;1;43;"N";36;110;1;"";2;2;"";2;2;1;1;"";1;1;2;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOQSRHMMKSCDEIMBF00802816";2024;1;1;1;43;"N";36;133;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;970000;"9";"9";"9";"";"9";"9";323333,33;"8";"8";"8";"";"8";"8";180;2;0;1;3;0;0
"TQRMNOUSYHLOKTCDEHIBB00853811";2024;1;1;1;40;"N";22;162;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;395000;"4";"4";"5";"";"5";"5";131666,67;"4";"4";"5";"";"4";"5";174;1;0;98;0;0;0
"TQRMNOQTYHKOLOCDEHIBB00861685";2024;1;1;1;40;"N";22;112;1;"";6;1;"";2;1;1;1;"";1;1;1;1;2;2;2;6;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;520000;"6";"6";"7";"";"6";"6";173333,33;"5";"5";"6";"";"5";"6";127;1;0;98;0;0;0
"TQRMNOSTQHJMKTCDEHIBB00795666";2024;1;2;1;40;"N";22;70;1;"";3;2;"";1;1;1;1;"";1;1;2;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;"";1;"";2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;150000;"1";"1";"1";"";"1";"1";150000;"4";"4";"6";"";"4";"5";69;1;0;98;0;0;0
"TQRMNOPWYHLMLLCDEHIBB00853813";2024;1;1;1;40;"N";22;114;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;230000;"2";"2";"2";"";"2";"3";57500;"1";"1";"1";"";"1";"1";105;1;0;4;0;0;0
"TQRMNOQXRHJMKTCDEGJBF00852874";2024;1;2;1;43;"S";13;618;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;6;"";1;"";1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;1;0;1;320000;"3";"4";"4";"3";"";"3";320000;"8";"8";"8";"8";"";"7";658;1;0;98;0;0;0
"TQRMNOTSSHMOKTCDEGJBF00799667";2024;1;1;1;43;"S";13;775;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;1;0;1;200000;"2";"2";"2";"2";"";"2";200000;"6";"6";"5";"6";"";"5";812;1;0;98;0;0;0
"TQRMNOPRPHMMLLCDEGJBF00799670";2024;1;1;1;43;"S";13;638;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;800000;"8";"8";"8";"8";"";"8";400000;"9";"9";"8";"8";"";"8";744;2;0;1;0;0;0
"TQRMNOQXUHMMLLCDEGJBF00799687";2024;1;1;1;43;"S";13;563;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2050000;"10";"10";"10";"10";"";"10";683333,33;"10";"10";"10";"10";"";"10";645;1;2;3;0;0;0
"TQRMNOQPUHMNLMCDEGJBF00799671";2024;1;1;1;43;"S";13;543;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;2;3;0;3;257000;"2";"3";"3";"2";"";"2";85666,67;"2";"2";"2";"2";"";"2";550;1;2;3;0;0;0
